,Date,HomeTeam,AwayTeam,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,VCH,VCD,VCA,WHH,WHD,WHA,HTR,FTR
209,27/01/08,Valencia,Almeria,1.61,3.6,6.0,1.6,3.4,5.4,1.65,3.4,4.7,1.6,3.5,5.0,1.62,3.3,5.0,A,A
210,02/02/08,Almeria,Real Madrid,5.0,3.75,1.66,5.85,3.25,1.6,5.2,3.4,1.6,5.0,3.4,1.6,5.0,3.5,1.57,H,H
211,02/02/08,Betis,La Coruna,2.05,3.25,3.75,2.0,3.15,3.5,1.9,3.2,3.6,2.0,3.2,3.4,1.95,3.1,3.5,A,A
212,03/02/08,Ath Madrid,Murcia,1.5,4.0,7.0,1.45,3.8,6.8,1.45,3.6,7.0,1.45,3.75,6.5,1.4,3.75,7.0,D,D
213,03/02/08,Barcelona,Osasuna,1.22,5.5,15.0,1.22,5.75,9.0,1.22,4.8,11.0,1.2,5.0,13.0,1.17,5.5,12.0,D,H
214,03/02/08,Getafe,Espanol,2.1,3.3,3.5,2.15,3.15,3.15,2.2,3.1,3.0,2.1,3.2,3.1,2.05,3.2,3.1,A,A
215,03/02/08,Levante,Santander,3.25,3.3,2.2,3.5,3.15,2.0,3.0,3.1,2.2,3.2,3.2,2.1,3.0,3.2,2.1,D,D
216,03/02/08,Recreativo,Sevilla,3.25,3.3,2.2,3.15,2.95,2.25,2.8,3.1,2.3,3.4,3.2,2.0,2.88,3.1,2.2,A,A
217,03/02/08,Valladolid,Valencia,2.25,3.3,3.2,2.45,3.2,2.65,2.2,3.1,3.0,2.2,3.2,3.0,2.2,3.2,2.8,D,A
218,03/02/08,Villarreal,Mallorca,1.75,3.3,5.5,1.7,3.2,5.0,1.7,3.3,4.5,1.65,3.4,4.5,1.7,3.3,4.33,D,D
219,03/02/08,Zaragoza,Ath Bilbao,1.83,3.4,4.5,1.85,3.15,4.05,1.85,3.2,3.8,1.8,3.2,4.0,1.8,3.1,4.0,H,H
220,09/02/08,La Coruna,Getafe,2.37,3.25,3.0,2.25,3.1,3.0,2.2,3.1,3.0,2.35,3.1,2.8,2.38,3.0,2.7,H,D
221,09/02/08,Murcia,Villarreal,3.1,3.3,2.3,3.4,3.1,2.05,2.8,3.1,2.3,3.25,3.3,2.3,2.8,3.1,2.25,D,A
222,09/02/08,Sevilla,Barcelona,2.8,3.25,2.5,2.65,3.1,2.5,2.55,3.1,2.55,2.7,3.2,2.35,2.62,2.9,2.5,H,D
223,10/02/08,Ath Bilbao,Levante,1.72,3.5,5.0,1.55,3.45,6.0,1.6,3.5,5.0,1.65,3.4,4.5,1.7,3.2,4.5,D,H
224,10/02/08,Espanol,Recreativo,1.61,3.6,6.0,1.5,3.75,6.0,1.65,3.4,4.7,1.65,3.4,4.5,1.57,3.3,5.5,A,A
225,10/02/08,Mallorca,Almeria,2.0,3.3,3.8,2.05,3.1,3.4,2.1,3.1,3.2,2.0,3.1,3.5,2.1,3.1,3.1,D,D
226,10/02/08,Osasuna,Zaragoza,2.37,3.25,3.0,2.25,3.1,3.0,2.3,3.1,2.8,2.35,3.1,2.8,2.38,3.0,2.7,H,H
227,10/02/08,Real Madrid,Valladolid,1.3,5.0,10.0,1.2,5.5,12.0,1.22,4.8,11.0,1.3,5.4,12.0,1.25,4.5,10.0,H,H
228,10/02/08,Santander,Ath Madrid,2.5,3.25,2.8,2.5,3.2,2.6,2.5,3.1,2.6,2.4,3.1,2.75,2.3,3.1,2.75,D,A
229,10/02/08,Valencia,Betis,1.72,3.5,5.0,1.75,3.2,4.55,1.7,3.2,4.7,1.75,3.6,5.1,1.73,3.2,4.33,H,H
230,16/02/08,Betis,Real Madrid,4.75,3.5,1.8,4.85,3.3,1.68,4.5,3.3,1.7,5.0,3.4,1.8,4.5,3.3,1.67,H,H
231,16/02/08,Espanol,Sevilla,2.5,3.3,2.75,2.4,3.15,2.7,2.5,3.1,2.6,2.5,3.2,2.5,2.4,3.1,2.6,A,A
232,16/02/08,Zaragoza,Barcelona,3.75,3.3,2.0,3.8,3.05,1.95,3.3,3.2,2.0,3.75,3.3,2.1,3.3,3.25,1.95,A,A
233,17/02/08,Almeria,Murcia,1.9,3.4,4.0,1.85,3.25,3.95,1.8,3.2,4.0,1.75,3.3,4.35,1.73,3.2,4.33,H,H
234,17/02/08,Ath Madrid,Ath Bilbao,1.61,3.75,5.5,1.55,3.5,5.7,1.6,3.5,5.0,1.6,3.4,5.0,1.53,3.5,5.5,A,A
235,17/02/08,Getafe,Valencia,2.4,3.4,2.8,2.5,3.15,2.6,2.5,3.1,2.6,2.35,3.2,2.7,2.4,3.1,2.6,D,D
236,17/02/08,Levante,Osasuna,2.87,3.4,2.37,2.75,3.1,2.4,2.7,3.1,2.4,2.9,3.2,2.25,2.75,3.2,2.25,A,H
237,17/02/08,Recreativo,La Coruna,2.3,3.25,3.1,2.25,3.05,3.05,2.3,3.0,2.9,2.25,3.2,2.9,2.2,3.1,2.88,A,H
238,17/02/08,Valladolid,Mallorca,2.25,3.25,3.2,2.2,2.9,3.3,2.2,3.1,3.0,2.1,3.2,3.25,2.1,3.2,3.0,H,D
239,17/02/08,Villarreal,Santander,1.83,3.5,4.33,1.8,3.15,4.35,1.8,3.2,4.0,1.7,3.3,4.5,1.83,3.2,3.75,D,D
240,23/02/08,Sevilla,Zaragoza,1.7,3.5,5.25,1.7,3.25,4.8,1.65,3.4,4.7,1.75,3.7,4.9,1.67,3.3,4.5,H,H
241,23/02/08,Valencia,Recreativo,1.75,3.4,5.25,1.6,3.35,5.65,1.6,3.5,5.0,1.75,3.4,5.4,1.7,3.3,4.33,H,D
242,24/02/08,Ath Bilbao,Villarreal,2.5,3.25,2.8,2.6,3.05,2.55,2.45,3.1,2.65,2.3,3.25,2.75,2.5,3.1,2.5,H,A
243,24/02/08,Barcelona,Levante,1.12,8.0,21.0,1.1,7.5,16.0,1.12,6.0,16.0,1.14,8.5,21.0,1.11,6.0,17.0,H,H
244,24/02/08,La Coruna,Espanol,2.4,3.3,2.87,2.55,3.15,2.55,2.4,3.1,2.7,2.4,3.1,2.75,2.4,3.1,2.6,H,H
245,24/02/08,Mallorca,Betis,2.0,3.3,3.75,2.05,3.15,3.35,2.0,3.1,3.4,1.9,3.2,3.6,2.0,3.0,3.4,D,D
246,24/02/08,Murcia,Valladolid,2.37,3.25,3.0,2.25,3.0,3.1,2.3,3.1,2.8,2.3,3.1,2.9,2.3,3.1,2.75,A,A
247,24/02/08,Osasuna,Ath Madrid,2.4,3.1,3.1,2.5,3.15,2.6,2.4,3.1,2.7,2.25,3.25,2.8,2.38,3.1,2.62,H,H
248,24/02/08,Real Madrid,Getafe,1.33,4.5,11.0,1.3,4.5,9.0,1.27,4.4,10.0,1.35,4.7,10.5,1.33,4.0,8.0,D,A
249,24/02/08,Santander,Almeria,2.1,3.25,3.5,2.05,3.0,3.55,2.1,3.1,3.2,2.0,3.2,3.3,2.1,3.1,3.1,D,H
250,01/03/08,Ath Madrid,Barcelona,3.75,3.4,2.0,3.25,3.25,2.05,3.4,3.1,2.0,3.6,3.25,1.9,3.5,3.2,1.91,H,H
251,01/03/08,Espanol,Valencia,2.4,3.3,2.87,2.3,3.15,2.85,2.4,3.1,2.7,2.3,3.1,2.9,2.38,3.1,2.62,H,H
252,01/03/08,La Coruna,Sevilla,2.9,3.4,2.35,3.25,3.15,2.1,2.75,3.1,2.35,3.0,3.2,2.2,2.88,3.1,2.2,D,H
253,01/03/08,Recreativo,Real Madrid,4.33,3.4,1.83,4.5,3.35,1.7,4.0,3.2,1.8,4.7,3.4,1.85,3.8,3.25,1.8,D,A
254,02/03/08,Almeria,Ath Bilbao,2.2,3.25,3.25,2.05,3.15,3.35,2.0,3.1,3.4,2.1,3.1,3.25,2.15,3.0,3.1,D,D
255,02/03/08,Betis,Murcia,1.83,3.4,4.5,1.7,3.35,4.6,1.8,3.1,4.2,1.75,3.3,4.35,1.7,3.3,4.33,H,H
256,02/03/08,Getafe,Mallorca,2.05,3.4,3.5,2.05,3.1,3.4,2.0,3.1,3.4,2.0,3.2,3.4,2.0,3.0,3.4,H,D
257,02/03/08,Levante,Zaragoza,3.2,3.3,2.2,3.05,3.1,2.2,2.8,3.1,2.3,3.1,3.0,2.2,2.8,3.2,2.2,H,H
258,02/03/08,Valladolid,Santander,2.3,3.25,3.1,2.45,2.95,2.8,2.3,3.0,2.9,2.25,3.2,2.9,2.3,3.1,2.75,D,A
259,02/03/08,Villarreal,Osasuna,1.7,3.6,5.0,1.6,3.45,5.3,1.6,3.5,5.0,1.7,3.4,4.35,1.6,3.4,4.8,D,D
260,08/03/08,Real Madrid,Espanol,1.5,3.75,7.5,1.45,3.9,6.5,1.4,3.8,7.0,1.55,3.75,7.5,1.5,3.4,6.0,D,H
261,08/03/08,Zaragoza,Ath Madrid,2.6,3.25,2.65,2.55,3.15,2.55,2.45,3.1,2.65,2.7,3.35,2.65,2.6,3.1,2.4,D,H
262,09/03/08,Ath Bilbao,Valladolid,2.1,3.3,3.5,2.1,3.15,3.25,2.0,3.1,3.4,2.0,3.2,3.4,2.0,3.0,3.4,H,H
263,09/03/08,Barcelona,Villarreal,1.5,4.2,6.0,1.45,3.9,6.5,1.4,3.8,7.0,1.5,4.35,7.0,1.4,3.75,7.0,A,A
264,09/03/08,Mallorca,Recreativo,2.0,3.3,3.75,1.8,3.25,4.2,1.9,3.1,3.8,1.9,3.2,3.75,1.91,3.0,3.75,H,H
265,09/03/08,Murcia,Getafe,2.75,3.25,2.5,2.6,3.05,2.55,2.5,3.2,2.5,2.65,3.2,2.4,2.62,3.1,2.38,D,A
266,09/03/08,Osasuna,Almeria,2.1,3.3,3.5,2.05,3.15,3.35,2.1,3.1,3.2,2.1,3.2,3.2,2.05,3.0,3.3,H,H
267,09/03/08,Santander,Betis,2.0,3.3,3.75,1.9,3.25,3.75,2.0,3.0,3.6,2.0,3.2,3.4,1.91,3.1,3.6,D,H
268,09/03/08,Sevilla,Levante,1.22,6.0,13.0,1.25,5.0,10.0,1.3,4.4,8.5,1.22,5.0,11.0,1.22,4.8,10.0,D,H
269,09/03/08,Valencia,La Coruna,1.8,3.5,4.5,1.75,3.25,4.5,1.8,3.1,4.2,1.84,3.5,4.7,1.8,3.1,4.0,D,D
270,15/03/08,Betis,Ath Bilbao,2.25,3.25,3.2,2.0,3.15,3.5,2.1,3.1,3.2,2.1,3.2,3.1,2.1,3.2,3.0,D,A
271,15/03/08,La Coruna,Real Madrid,3.75,3.3,2.0,3.45,3.2,2.0,3.1,3.0,2.2,3.75,3.25,1.85,3.3,3.25,1.95,D,H
272,15/03/08,Recreativo,Murcia,1.9,3.4,4.0,1.85,3.15,4.1,1.9,3.2,3.6,1.9,3.25,3.5,1.95,3.1,3.5,D,H
273,15/03/08,Valencia,Sevilla,2.5,3.3,2.75,2.55,3.05,2.6,2.4,3.2,2.6,2.4,3.1,2.6,2.5,3.1,2.5,A,A
274,16/03/08,Almeria,Barcelona,4.75,3.5,1.75,4.7,3.3,1.7,4.3,3.2,1.75,4.35,3.3,1.75,4.5,3.3,1.67,D,D
275,16/03/08,Ath Madrid,Levante,1.28,5.25,11.0,1.3,4.5,9.0,1.3,4.4,8.5,1.28,4.5,10.0,1.3,4.33,8.0,H,H
276,16/03/08,Espanol,Mallorca,2.1,3.25,3.6,2.0,3.05,3.65,1.9,3.1,3.8,2.1,3.2,3.1,2.05,3.1,3.2,A,H
277,16/03/08,Getafe,Santander,2.2,3.2,3.4,2.1,3.1,3.3,2.2,3.1,3.0,2.1,3.2,3.1,2.1,3.1,3.1,D,H
278,16/03/08,Valladolid,Osasuna,2.1,3.3,3.5,2.1,3.05,3.35,2.2,3.0,3.1,2.1,3.1,3.2,2.2,3.1,2.88,D,D
279,16/03/08,Villarreal,Zaragoza,1.72,3.6,4.75,1.65,3.4,5.0,1.7,3.3,4.5,1.65,3.4,4.5,1.67,3.3,4.5,H,H
280,22/03/08,Mallorca,La Coruna,2.2,3.3,3.25,2.05,3.1,3.4,2.2,3.0,3.1,2.25,3.35,3.35,2.1,3.0,3.2,H,H
281,22/03/08,Sevilla,Ath Madrid,1.85,3.6,4.0,1.9,3.2,3.85,1.9,3.2,3.6,1.85,3.75,4.35,1.8,3.1,4.0,A,A
282,23/03/08,Ath Bilbao,Getafe,2.2,3.3,3.25,2.2,3.0,3.2,2.1,3.1,3.2,2.25,3.35,3.35,2.2,3.1,2.88,H,H
283,23/03/08,Barcelona,Valladolid,1.22,6.0,12.0,1.2,5.55,11.0,1.25,4.8,9.5,1.25,6.0,13.0,1.2,5.0,11.0,D,H
284,23/03/08,Levante,Villarreal,4.75,3.6,1.72,4.5,3.25,1.75,4.2,3.3,1.75,4.5,3.3,1.7,4.33,3.2,1.73,A,A
285,23/03/08,Murcia,Espanol,3.1,3.25,2.3,3.3,2.9,2.2,2.8,3.1,2.3,3.2,3.2,2.1,3.1,3.2,2.05,H,H
286,23/03/08,Osasuna,Betis,2.05,3.3,3.6,2.0,3.05,3.65,2.0,3.1,3.4,1.9,3.2,3.6,1.95,3.1,3.5,D,A
287,23/03/08,Real Madrid,Valencia,1.5,3.8,7.25,1.45,4.0,6.05,1.5,3.5,6.3,1.53,4.1,6.5,1.44,3.6,6.5,D,A
288,23/03/08,Santander,Recreativo,1.9,3.4,4.0,1.73,3.4,4.3,1.8,3.1,4.2,1.9,3.2,3.6,1.8,3.1,4.0,D,H
289,23/03/08,Zaragoza,Almeria,1.8,3.6,4.33,1.8,3.25,4.2,1.9,3.1,3.8,1.8,3.2,4.0,1.91,3.1,3.6,D,D
290,29/03/08,Betis,Barcelona,4.75,3.6,1.72,5.0,3.4,1.65,4.3,3.4,1.7,4.8,3.8,1.75,4.2,3.25,1.72,A,H
291,29/03/08,Villarreal,Ath Madrid,2.0,3.4,3.75,2.1,3.1,3.3,2.0,3.1,3.4,2.15,3.5,3.5,2.05,3.2,3.1,H,H
292,30/03/08,Almeria,Levante,1.57,3.75,6.0,1.55,3.5,5.75,1.5,3.6,6.0,1.55,3.6,5.0,1.57,3.5,5.0,H,H
293,30/03/08,Espanol,Santander,2.1,3.3,3.5,2.07,3.0,3.5,2.0,3.1,3.4,2.0,3.2,3.4,2.1,3.1,3.1,A,A
294,30/03/08,Getafe,Osasuna,2.2,3.2,3.4,2.15,3.15,3.15,2.1,3.1,3.2,2.1,3.2,3.2,2.1,3.1,3.1,A,A
295,30/03/08,La Coruna,Murcia,1.8,3.4,4.75,1.7,3.3,4.75,1.65,3.4,4.7,1.85,3.4,4.9,1.73,3.2,4.33,D,H
296,30/03/08,Real Madrid,Sevilla,1.85,3.4,4.33,1.75,3.4,4.3,1.7,3.4,4.3,1.85,3.6,4.5,1.8,3.1,4.0,H,H
297,30/03/08,Recreativo,Ath Bilbao,2.37,3.3,2.9,2.3,3.1,2.9,2.4,3.1,2.7,2.1,3.2,3.2,2.3,3.1,2.75,H,D
298,30/03/08,Valencia,Mallorca,1.9,3.4,4.0,1.8,3.1,4.5,1.8,3.2,4.0,1.8,3.25,4.0,1.7,3.3,4.33,A,A
299,30/03/08,Valladolid,Zaragoza,2.35,3.3,3.0,2.35,3.05,2.85,2.2,3.1,3.0,2.25,3.2,2.8,2.3,3.1,2.75,A,H
300,05/04/08,Mallorca,Real Madrid,3.4,3.4,2.1,3.4,3.15,2.03,3.0,3.1,2.2,3.4,3.4,2.2,3.0,3.2,2.1,A,D
301,05/04/08,Osasuna,Recreativo,1.85,3.5,4.2,1.85,3.2,4.0,1.85,3.1,4.0,1.8,3.5,4.8,1.8,3.25,3.8,A,A
302,06/04/08,Ath Bilbao,Espanol,2.2,3.25,3.3,2.2,3.0,3.2,2.1,3.1,3.2,2.1,3.1,3.25,2.1,3.2,3.0,H,H
303,06/04/08,Ath Madrid,Almeria,1.61,3.75,5.5,1.6,3.4,5.5,1.6,3.5,5.0,1.6,3.4,5.0,1.57,3.5,5.0,H,H
304,06/04/08,Barcelona,Getafe,1.33,4.75,9.5,1.35,4.2,8.0,1.3,4.6,8.0,1.35,5.0,9.0,1.3,4.33,8.0,D,D
305,06/04/08,Levante,Valladolid,2.9,3.3,2.37,2.7,3.15,2.4,2.7,3.1,2.4,2.75,3.2,2.3,2.75,3.1,2.3,A,A
306,06/04/08,Murcia,Valencia,2.9,3.3,2.37,3.0,3.1,2.25,2.6,3.2,2.4,2.9,3.2,2.25,2.62,3.1,2.38,H,H
307,06/04/08,Santander,La Coruna,2.0,3.3,3.8,1.9,3.15,3.85,2.0,3.1,3.4,2.0,3.2,3.4,1.83,3.2,3.75,A,A
308,06/04/08,Sevilla,Villarreal,2.1,3.4,3.4,2.15,3.2,3.1,2.1,3.1,3.2,2.15,3.5,3.4,2.05,3.2,3.1,H,H
309,06/04/08,Zaragoza,Betis,1.95,3.3,4.0,1.95,3.15,3.65,2.0,3.2,3.3,1.85,3.25,3.75,1.91,3.2,3.5,A,A
310,12/04/08,Recreativo,Barcelona,4.5,3.75,1.72,4.5,3.4,1.7,4.5,3.3,1.7,4.7,3.9,1.75,4.33,3.3,1.7,D,D
311,12/04/08,Valencia,Santander,2.1,3.3,3.5,2.1,3.25,3.15,2.2,3.1,3.0,2.1,3.2,3.0,2.15,3.2,2.9,D,A
312,13/04/08,Almeria,Villarreal,3.2,3.25,2.25,3.0,3.15,2.2,2.8,3.1,2.3,3.0,3.2,2.2,2.8,3.1,2.25,D,H
313,13/04/08,Betis,Levante,1.44,4.2,7.5,1.45,3.75,6.85,1.45,3.6,7.0,1.45,3.6,7.0,1.4,3.75,7.0,D,A
314,13/04/08,Espanol,Osasuna,2.25,3.25,3.2,2.15,2.95,3.35,2.0,3.2,3.3,2.2,3.2,3.0,2.25,3.1,2.8,A,A
315,13/04/08,Getafe,Zaragoza,2.62,3.25,2.62,2.5,3.2,2.6,2.3,3.1,2.8,2.3,3.2,2.75,2.38,3.1,2.62,D,D
316,13/04/08,La Coruna,Ath Bilbao,2.1,3.4,3.4,2.2,3.1,3.05,2.1,3.1,3.2,2.0,3.2,3.4,2.05,3.1,3.2,H,H
317,13/04/08,Mallorca,Sevilla,2.8,3.4,2.4,2.55,3.2,2.5,2.55,3.1,2.55,2.6,3.2,2.4,2.6,3.1,2.4,A,A
318,13/04/08,Real Madrid,Murcia,1.22,6.0,12.0,1.18,5.55,13.0,1.2,5.0,12.0,1.22,6.4,15.0,1.2,5.0,11.0,D,H
319,13/04/08,Valladolid,Ath Madrid,2.62,3.3,2.62,2.9,3.1,2.3,2.7,3.0,2.5,2.85,3.4,2.5,2.62,3.2,2.3,D,D
320,19/04/08,Ath Madrid,Betis,1.61,3.6,6.0,1.65,3.3,5.15,1.6,3.5,5.0,1.65,3.3,5.0,1.57,3.5,5.0,D,A
321,19/04/08,Barcelona,Espanol,1.53,3.75,7.0,1.45,3.75,6.75,1.5,3.6,6.0,1.55,4.0,6.5,1.5,3.4,6.0,D,D
322,19/04/08,Sevilla,Almeria,1.5,3.8,7.5,1.55,3.5,5.75,1.55,3.6,5.2,1.53,3.9,7.4,1.44,3.6,6.5,A,A
323,19/04/08,Zaragoza,Recreativo,1.75,3.5,4.75,1.8,3.25,4.2,1.9,3.1,3.8,1.7,3.4,4.5,1.8,3.25,3.8,H,H
324,20/04/08,Ath Bilbao,Valencia,2.37,3.3,2.9,2.3,3.1,2.9,2.2,3.0,3.1,2.4,3.3,3.1,2.15,3.2,2.9,H,H
325,20/04/08,Levante,Getafe,3.25,3.3,2.2,3.0,3.2,2.2,3.1,3.0,2.2,3.1,3.1,2.2,2.75,3.1,2.3,H,H
326,20/04/08,Murcia,Mallorca,2.62,3.3,2.6,2.55,3.1,2.6,2.4,3.1,2.7,2.65,3.1,2.5,2.5,3.1,2.5,A,A
327,20/04/08,Osasuna,La Coruna,2.2,3.3,3.25,2.2,3.1,3.05,2.2,3.0,3.1,2.1,3.2,3.1,2.2,3.1,2.88,D,A
328,20/04/08,Santander,Real Madrid,2.9,3.25,2.4,3.15,3.15,2.15,3.1,3.0,2.2,3.1,3.3,2.4,2.62,3.1,2.38,A,A
329,20/04/08,Villarreal,Valladolid,1.66,3.5,5.5,1.55,3.5,5.75,1.5,3.5,6.3,1.65,3.4,4.5,1.57,3.5,5.0,H,H
330,26/04/08,La Coruna,Barcelona,2.87,3.3,2.4,2.85,3.25,2.25,2.7,3.1,2.4,2.65,3.3,2.75,2.62,3.1,2.38,D,H
331,26/04/08,Murcia,Sevilla,4.5,3.7,1.75,4.3,3.35,1.75,4.0,3.4,1.75,4.7,3.8,1.75,4.33,3.3,1.7,D,D
332,27/04/08,Betis,Villarreal,2.75,3.3,2.5,2.55,3.15,2.55,2.6,3.2,2.4,2.8,3.4,2.55,2.62,3.1,2.37,A,A
333,27/04/08,Espanol,Zaragoza,2.3,3.3,3.0,2.15,3.15,3.15,2.4,3.1,2.7,2.35,3.2,2.75,2.2,3.2,2.8,D,D
334,27/04/08,Getafe,Ath Madrid,2.9,3.3,2.37,2.7,3.2,2.4,2.55,3.1,2.55,2.75,3.1,2.35,2.62,3.2,2.3,D,D
335,27/04/08,Mallorca,Santander,2.3,3.25,3.1,2.25,3.15,2.95,2.2,3.1,3.0,2.25,3.2,2.9,2.38,3.1,2.62,D,H
336,27/04/08,Real Madrid,Ath Bilbao,1.4,4.33,8.5,1.4,4.0,7.15,1.35,4.2,7.5,1.4,4.7,8.5,1.4,3.75,7.0,H,H
337,27/04/08,Recreativo,Levante,1.53,3.8,6.5,1.6,3.35,5.65,1.65,3.3,4.9,1.55,3.4,5.5,1.57,3.5,5.0,H,H
338,27/04/08,Valencia,Osasuna,1.83,3.6,4.2,1.9,3.15,3.9,1.9,3.2,3.6,1.85,3.3,3.75,1.8,3.3,3.75,H,H
339,27/04/08,Valladolid,Almeria,2.1,3.3,3.5,2.15,3.0,3.3,2.3,3.0,2.9,2.1,3.2,3.1,2.2,3.2,2.8,D,H
340,03/05/08,Ath Madrid,Recreativo,1.57,3.6,6.5,1.45,3.85,6.45,1.5,3.6,6.0,1.55,3.5,5.5,1.57,3.5,5.0,H,H
341,03/05/08,Zaragoza,La Coruna,2.05,3.3,3.6,1.95,3.25,3.55,2.0,3.2,3.3,1.9,3.25,3.6,2.05,3.2,3.1,D,H
342,04/05/08,Almeria,Betis,2.2,3.3,3.25,2.25,3.05,3.05,2.1,3.1,3.2,2.2,3.2,3.0,2.1,3.2,3.0,A,D
343,04/05/08,Ath Bilbao,Mallorca,2.2,3.3,3.25,2.25,2.9,3.2,2.2,2.9,3.2,2.2,3.2,3.0,2.1,3.2,3.0,D,A
344,04/05/08,Barcelona,Valencia,1.66,3.75,5.0,1.65,3.5,4.7,1.6,3.6,4.8,1.7,3.3,4.5,1.67,3.3,4.5,H,H
345,04/05/08,Levante,Espanol,3.4,3.4,2.1,3.45,3.2,2.0,3.1,3.2,2.1,3.2,3.1,2.1,3.0,3.2,2.1,D,D
346,04/05/08,Osasuna,Real Madrid,3.0,3.2,2.37,3.05,3.2,2.16,2.9,3.2,2.2,2.8,3.2,2.3,2.62,3.1,2.38,D,A
347,04/05/08,Santander,Murcia,1.4,4.33,8.5,1.4,4.0,7.5,1.45,3.7,6.5,1.4,3.75,7.5,1.4,3.75,7.0,A,H
348,04/05/08,Sevilla,Valladolid,1.44,4.33,7.0,1.45,3.75,6.75,1.5,3.6,6.0,1.4,4.0,6.5,1.44,3.6,6.5,H,H
349,04/05/08,Villarreal,Getafe,1.72,3.6,4.75,1.68,3.3,4.85,1.65,3.4,4.7,1.7,3.3,4.5,1.67,3.3,4.5,H,H
350,07/05/08,Betis,Valladolid,2.25,3.25,3.2,2.15,3.1,3.2,2.1,2.9,3.4,2.2,3.2,3.0,2.15,3.1,3.0,D,D
351,07/05/08,Getafe,Almeria,1.85,3.4,4.33,1.8,3.2,4.3,1.75,3.2,4.3,1.8,3.25,4.0,1.83,3.2,3.75,A,H
352,07/05/08,La Coruna,Levante,1.33,4.5,11.0,1.4,4.0,7.25,1.35,4.2,7.5,1.3,4.5,8.5,1.36,4.0,7.0,D,H
353,07/05/08,Mallorca,Osasuna,2.1,3.3,3.5,1.97,3.3,3.4,1.9,3.2,3.6,2.1,3.2,3.2,2.0,3.2,3.2,H,H
354,07/05/08,Murcia,Ath Bilbao,3.0,3.2,2.37,3.0,3.1,2.25,2.9,3.0,2.3,3.2,3.2,2.1,2.75,3.2,2.25,D,A
355,07/05/08,Real Madrid,Barcelona,2.25,3.2,3.25,2.25,3.3,3.0,2.2,3.3,2.8,2.4,3.3,3.1,2.1,3.2,3.0,H,H
356,07/05/08,Recreativo,Villarreal,3.0,3.2,2.37,2.65,3.25,2.4,2.8,3.1,2.3,2.9,3.3,2.55,2.62,3.2,2.3,D,A
357,07/05/08,Santander,Sevilla,2.7,3.25,2.6,2.47,3.2,2.6,2.5,3.2,2.5,2.4,3.2,2.65,2.5,3.1,2.5,A,A
358,07/05/08,Valencia,Zaragoza,2.1,3.3,3.5,1.95,3.2,3.65,1.85,3.2,3.8,2.0,3.2,3.4,1.95,3.25,3.3,H,H
359,08/05/08,Espanol,Ath Madrid,3.4,3.25,2.15,3.1,3.2,2.15,3.0,3.1,2.2,2.8,3.2,2.2,2.8,3.2,2.2,A,A
360,11/05/08,Almeria,Recreativo,2.62,3.3,2.6,2.4,3.25,2.65,2.6,3.2,2.4,2.6,3.2,2.4,2.5,3.25,2.4,A,A
361,11/05/08,Ath Bilbao,Santander,2.6,3.3,2.62,2.5,3.2,2.55,2.5,3.1,2.6,2.5,3.1,2.65,2.4,3.1,2.6,D,D
362,11/05/08,Ath Madrid,La Coruna,1.57,3.8,6.5,1.56,3.5,5.65,1.55,3.5,5.5,1.6,3.6,4.5,1.6,3.3,5.0,H,H
363,11/05/08,Barcelona,Mallorca,1.57,3.75,6.0,1.55,3.7,5.3,1.45,3.7,6.5,1.45,3.75,6.5,1.57,3.6,4.8,H,A
364,11/05/08,Betis,Sevilla,3.4,3.4,2.1,3.5,3.3,1.95,3.3,3.2,2.0,3.4,3.25,2.0,3.1,3.2,2.05,A,A
365,11/05/08,Levante,Valencia,5.0,3.5,1.72,5.0,3.4,1.65,4.9,3.3,1.65,4.5,3.5,1.65,4.5,3.1,1.73,A,A
366,11/05/08,Osasuna,Murcia,1.36,4.2,9.0,1.3,4.5,9.0,1.4,3.8,7.0,1.35,4.0,8.0,1.36,3.75,8.0,H,H
367,11/05/08,Valladolid,Getafe,2.1,3.25,3.6,2.1,3.1,3.3,2.0,3.0,3.6,2.1,3.1,3.2,2.0,3.0,3.4,D,D
368,11/05/08,Villarreal,Espanol,1.57,3.75,6.0,1.55,3.6,5.5,1.6,3.4,5.2,1.55,3.5,5.5,1.57,3.5,5.0,H,H
369,11/05/08,Zaragoza,Real Madrid,1.9,3.6,3.8,2.0,3.75,3.0,1.9,3.3,3.6,2.0,3.4,3.1,1.95,3.3,3.25,D,D
370,17/05/08,Murcia,Barcelona,5.5,4.0,1.57,5.0,3.75,1.57,4.5,3.3,1.7,5.6,4.1,1.6,4.8,3.4,1.6,A,A
371,18/05/08,Espanol,Almeria,2.1,3.3,3.5,2.0,3.2,3.45,2.0,3.1,3.4,2.1,3.3,3.0,2.05,3.2,3.1,A,A
372,18/05/08,Getafe,Betis,1.95,3.4,3.75,1.85,3.25,3.95,2.0,3.1,3.4,1.9,3.25,3.5,1.91,3.2,3.5,H,D
373,18/05/08,La Coruna,Villarreal,2.37,3.3,2.9,2.37,3.2,2.7,2.3,3.1,2.8,2.35,3.25,2.6,2.3,3.1,2.75,A,A
374,18/05/08,Mallorca,Zaragoza,2.4,3.6,2.7,2.4,3.6,2.45,2.2,3.5,2.6,2.2,3.4,2.75,2.25,3.6,2.5,H,H
