,Date,HomeTeam,HomeValue,AwayTeam,AwayValue,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,VCH,VCD,VCA,WHH,WHD,WHA,HTR,FTR
136,2009-12-13,Getafe,73500000.0,Tenerife,21600000.0,1.75,3.6,4.75,1.75,3.5,4.45,1.75,3.5,4.6,1.67,3.6,5.0,1.75,3.4,4.33,H,H
137,2009-12-13,Osasuna,54800000.0,Mallorca,51100000.0,2.2,3.3,3.25,2.15,3.3,3.2,2.2,3.2,3.2,2.1,3.25,3.4,2.1,3.25,3.25,D,A
138,2009-12-13,Santander,78700000.0,Xerez,32500000.0,1.73,3.5,5.0,1.7,3.5,4.75,1.75,3.5,4.6,1.73,3.5,4.75,1.75,3.4,4.33,D,H
139,2009-12-13,Sp Gijon,42700000.0,Sevilla,213800000.0,3.5,3.3,2.1,3.6,3.35,2.1,3.4,3.25,2.1,3.4,3.25,2.05,3.5,3.25,2.0,A,A
140,2009-12-13,Valladolid,49900000.0,Malaga,60800000.0,2.0,3.4,3.75,2.0,3.3,3.6,2.0,3.3,3.6,1.95,3.4,3.75,1.95,3.3,3.6,A,D
141,2009-12-19,Ath Bilbao,76350000.0,Osasuna,54800000.0,2.1,3.3,3.5,2.0,3.3,3.6,2.0,3.3,3.6,2.0,3.2,3.75,2.0,3.25,3.5,H,H
142,2009-12-19,Real Madrid,489400000.0,Zaragoza,87500000.0,1.2,6.5,13.0,1.18,6.5,12.5,1.2,6.0,12.0,1.18,6.0,15.0,1.2,5.5,12.0,H,H
143,2009-12-19,Sevilla,213800000.0,Getafe,73500000.0,1.6,3.6,6.0,1.6,3.8,6.15,1.5,3.9,6.5,1.57,3.6,6.0,1.53,3.6,6.0,A,A
144,2009-12-20,Espanol,73700000.0,Almeria,64400000.0,2.1,3.3,3.5,2.05,3.3,3.45,2.1,3.3,3.35,2.05,3.2,3.5,2.0,3.25,3.5,H,H
145,2009-12-20,La Coruna,62500000.0,Valencia,213800000.0,2.8,3.25,2.5,2.9,3.35,2.45,2.8,3.3,2.4,2.88,3.25,2.38,2.8,3.2,2.35,D,D
146,2009-12-20,Malaga,60800000.0,Mallorca,51100000.0,2.5,3.3,2.75,2.45,3.35,2.65,2.4,3.3,2.8,2.5,3.2,2.75,2.5,3.2,2.62,H,H
147,2009-12-20,Tenerife,21600000.0,Ath Madrid,214000000.0,3.1,3.4,2.25,3.15,3.2,2.2,3.0,3.4,2.2,3.0,3.4,2.2,3.0,3.2,2.25,D,D
148,2009-12-20,Valladolid,49900000.0,Sp Gijon,42700000.0,2.1,3.3,3.5,2.1,3.3,3.3,2.1,3.3,3.35,2.1,3.25,3.4,2.1,3.25,3.25,D,H
149,2009-12-20,Villarreal,166700000.0,Santander,78700000.0,1.6,3.75,5.75,1.58,4.05,5.75,1.55,3.7,6.0,1.57,3.6,6.0,1.6,3.6,5.25,D,H
150,2010-02-01,Ath Madrid,214000000.0,Sevilla,213800000.0,2.63,3.3,2.63,2.65,3.3,2.5,2.6,3.4,2.5,2.62,3.2,2.62,2.62,3.25,2.45,A,H
151,2010-02-01,Barcelona,425500000.0,Villarreal,166700000.0,1.33,4.75,10.0,1.35,4.95,9.25,1.33,4.8,8.5,1.3,5.0,9.0,1.29,4.75,9.0,H,D
152,2010-02-01,Valencia,213800000.0,Espanol,73700000.0,1.44,4.33,7.0,1.4,4.75,7.75,1.5,3.9,6.5,1.4,4.33,8.0,1.4,4.0,7.5,D,H
153,2010-03-01,Almeria,64400000.0,Xerez,32500000.0,1.8,3.5,4.5,1.8,3.5,4.75,1.8,3.5,4.1,1.73,3.4,5.0,1.73,3.3,4.75,D,H
154,2010-03-01,Getafe,73500000.0,Valladolid,49900000.0,1.8,3.5,4.5,1.75,3.3,4.8,1.8,3.5,4.1,1.73,3.4,4.75,1.75,3.3,4.5,D,H
155,2010-03-01,Mallorca,51100000.0,Ath Bilbao,76350000.0,2.0,3.5,3.6,2.0,3.3,3.6,2.1,3.35,3.3,1.95,3.25,3.75,2.0,3.25,3.5,D,H
156,2010-03-01,Osasuna,54800000.0,Real Madrid,489400000.0,7.0,4.33,1.44,7.0,4.5,1.45,6.0,3.7,1.55,6.5,4.33,1.44,7.0,3.8,1.44,D,D
157,2010-03-01,Santander,78700000.0,Tenerife,21600000.0,2.0,3.4,3.75,1.95,3.25,3.8,2.0,3.3,3.6,1.95,3.4,3.75,2.0,3.25,3.5,D,H
158,2010-03-01,Sp Gijon,42700000.0,Malaga,60800000.0,2.0,3.4,3.75,1.95,3.3,3.75,2.1,3.3,3.35,2.0,3.25,3.75,1.91,3.25,3.75,D,D
159,2010-03-01,Zaragoza,87500000.0,La Coruna,62500000.0,2.6,3.25,2.7,2.5,3.2,2.7,2.55,3.3,2.55,2.62,3.2,2.62,2.55,3.2,2.55,D,D
160,2010-09-01,Sevilla,213800000.0,Santander,78700000.0,1.55,3.75,6.0,1.5,3.9,6.25,1.55,3.7,6.0,1.53,3.75,6.5,1.44,4.0,6.6,A,A
161,2010-09-01,Valladolid,49900000.0,Ath Madrid,214000000.0,2.5,3.3,2.75,2.6,3.3,2.55,2.55,3.3,2.6,2.5,3.2,2.75,2.5,3.2,2.6,A,A
162,2010-09-01,Villarreal,166700000.0,Almeria,64400000.0,1.44,4.2,7.5,1.45,4.0,7.0,1.45,4.0,7.0,1.44,4.0,7.5,1.44,4.0,6.6,H,D
163,2010-10-01,Espanol,73700000.0,Zaragoza,87500000.0,2.0,3.3,3.75,2.0,3.25,3.65,1.9,3.3,3.9,2.0,3.25,3.75,1.91,3.25,3.75,D,H
164,2010-10-01,La Coruna,62500000.0,Osasuna,54800000.0,1.91,3.4,4.0,1.9,3.4,3.8,1.75,3.5,4.6,1.83,3.4,4.33,1.8,3.25,4.33,D,H
165,2010-10-01,Malaga,60800000.0,Ath Bilbao,76350000.0,2.4,3.3,2.88,2.4,3.25,2.8,2.5,3.3,2.65,2.38,3.2,2.88,2.3,3.2,2.87,D,D
166,2010-10-01,Real Madrid,489400000.0,Mallorca,51100000.0,1.29,5.25,10.0,1.28,5.25,9.0,1.25,5.5,10.0,1.25,5.0,12.0,1.3,4.75,9.0,H,H
167,2010-10-01,Sp Gijon,42700000.0,Getafe,73500000.0,2.5,3.3,2.75,2.4,3.0,3.0,2.5,3.2,2.7,2.3,3.2,3.0,2.37,3.2,2.8,H,H
168,2010-10-01,Tenerife,21600000.0,Barcelona,425500000.0,7.5,4.5,1.4,7.0,4.45,1.4,7.0,4.5,1.4,8.0,4.5,1.36,7.0,4.5,1.36,A,A
169,2010-10-01,Xerez,32500000.0,Valencia,213800000.0,6.0,3.75,1.57,5.85,3.75,1.55,6.0,3.7,1.55,6.5,3.75,1.53,6.0,3.6,1.53,A,A
170,2010-01-16,Ath Bilbao,76350000.0,Real Madrid,489400000.0,6.0,3.8,1.57,6.25,3.9,1.5,5.4,3.7,1.6,6.0,3.6,1.57,5.7,3.75,1.53,H,H
171,2010-01-16,Barcelona,425500000.0,Sevilla,213800000.0,1.33,5.0,8.5,1.37,4.8,7.0,1.4,4.3,7.5,1.3,5.0,9.0,1.33,4.5,8.0,D,H
172,2010-01-16,Osasuna,54800000.0,Espanol,73700000.0,2.05,3.25,3.75,2.05,3.25,3.5,2.0,3.3,3.6,2.0,3.2,3.75,2.0,3.2,3.5,H,H
173,2010-01-17,Almeria,64400000.0,Tenerife,21600000.0,1.95,3.4,3.8,1.9,3.3,3.95,1.9,3.3,3.9,1.91,3.25,4.0,1.91,3.25,3.75,A,D
174,2010-01-17,Ath Madrid,214000000.0,Sp Gijon,42700000.0,1.57,3.8,6.0,1.55,3.8,5.7,1.5,3.9,6.5,1.57,3.6,6.0,1.5,3.8,6.0,D,H
175,2010-01-17,Malaga,60800000.0,Getafe,73500000.0,2.5,3.25,2.8,2.55,3.0,2.8,2.3,3.2,3.0,2.5,3.2,2.75,2.4,3.2,2.75,D,H
176,2010-01-17,Mallorca,51100000.0,La Coruna,62500000.0,2.15,3.25,3.4,2.1,3.2,3.4,2.2,3.3,3.1,2.0,3.2,3.75,2.05,3.2,3.4,D,H
177,2010-01-17,Santander,78700000.0,Valladolid,49900000.0,2.0,3.3,3.6,1.95,3.3,3.75,1.9,3.3,3.9,1.91,3.25,4.0,1.95,3.25,3.6,A,D
178,2010-01-17,Valencia,213800000.0,Villarreal,166700000.0,1.91,3.6,3.75,1.85,3.35,4.1,1.9,3.4,3.8,1.83,3.5,4.0,1.83,3.4,4.0,H,H
179,2010-01-17,Zaragoza,87500000.0,Xerez,32500000.0,1.67,3.6,5.25,1.6,3.6,5.5,1.7,3.5,4.9,1.57,3.6,6.0,1.61,3.5,5.25,D,D
180,2010-01-23,La Coruna,62500000.0,Ath Bilbao,76350000.0,2.1,3.2,3.6,2.05,3.3,3.45,2.1,3.3,3.35,2.2,3.0,3.4,2.0,3.25,3.5,D,H
181,2010-01-23,Sevilla,213800000.0,Almeria,64400000.0,1.44,4.2,7.5,1.45,4.0,7.0,1.5,3.9,6.5,1.4,4.0,8.0,1.44,3.8,7.0,H,H
182,2010-01-23,Valladolid,49900000.0,Barcelona,425500000.0,10.0,5.25,1.29,9.25,5.25,1.28,9.0,4.6,1.33,12.0,5.0,1.25,9.0,5.5,1.25,A,A
183,2010-01-24,Espanol,73700000.0,Mallorca,51100000.0,2.4,3.2,3.0,2.35,3.25,2.85,2.35,3.2,2.9,2.3,3.2,3.0,2.38,3.2,2.75,D,D
184,2010-01-24,Getafe,73500000.0,Ath Madrid,214000000.0,2.5,3.2,2.88,2.55,3.1,2.75,2.55,3.3,2.55,2.5,3.2,2.75,2.55,3.2,2.55,H,H
185,2010-01-24,Real Madrid,489400000.0,Malaga,60800000.0,1.17,7.0,15.0,1.18,6.5,12.5,1.2,5.5,14.0,1.18,6.0,17.0,1.17,6.5,12.0,H,H
186,2010-01-24,Sp Gijon,42700000.0,Santander,78700000.0,2.35,3.3,3.0,2.25,3.25,3.05,2.2,3.2,3.2,2.2,3.2,3.2,2.3,3.2,2.9,A,A
187,2010-01-24,Tenerife,21600000.0,Valencia,213800000.0,5.25,3.75,1.65,5.3,3.75,1.6,5.4,3.7,1.6,5.5,3.6,1.62,5.0,3.6,1.62,D,D
188,2010-01-24,Villarreal,166700000.0,Zaragoza,87500000.0,1.44,4.2,7.5,1.45,4.0,7.0,1.45,4.0,7.0,1.44,4.0,7.5,1.44,3.8,7.0,H,H
189,2010-01-24,Xerez,32500000.0,Osasuna,54800000.0,3.25,3.2,2.25,3.25,3.25,2.15,2.9,3.3,2.3,3.25,3.2,2.2,3.1,3.2,2.2,D,A
190,2010-01-30,Espanol,73700000.0,Ath Bilbao,76350000.0,2.25,3.25,3.25,2.25,3.25,3.05,2.4,3.2,2.85,2.2,3.2,3.2,2.2,3.25,3.0,D,H
191,2010-01-30,La Coruna,62500000.0,Real Madrid,489400000.0,4.0,3.4,1.85,3.95,3.3,1.9,3.5,3.4,2.0,4.0,3.25,1.91,3.8,3.4,1.85,A,A
192,2010-01-30,Sp Gijon,42700000.0,Barcelona,425500000.0,13.0,6.5,1.2,11.5,6.25,1.2,10.5,5.0,1.27,13.0,5.5,1.22,10.5,5.5,1.22,A,A
193,2010-01-31,Ath Madrid,214000000.0,Malaga,60800000.0,1.5,4.2,6.5,1.5,4.0,6.0,1.5,3.9,6.5,1.53,3.75,6.5,1.5,3.6,6.5,A,A
194,2010-01-31,Getafe,73500000.0,Santander,78700000.0,2.0,3.4,3.75,2.0,3.05,3.9,1.85,3.4,4.0,2.0,3.2,3.75,1.85,3.3,4.0,D,D
195,2010-01-31,Sevilla,213800000.0,Valencia,213800000.0,2.25,3.4,3.2,2.2,3.3,3.1,2.2,3.4,3.0,2.2,3.25,3.2,2.25,3.25,2.9,H,H
196,2010-01-31,Tenerife,21600000.0,Zaragoza,87500000.0,2.0,3.4,3.75,1.95,3.35,3.7,2.0,3.3,3.6,1.95,3.25,3.75,1.95,3.25,3.6,D,A
197,2010-01-31,Valladolid,49900000.0,Almeria,64400000.0,2.1,3.3,3.5,2.05,3.3,3.45,2.0,3.3,3.6,2.0,3.2,3.75,2.05,3.25,3.3,A,D
198,2010-01-31,Villarreal,166700000.0,Osasuna,54800000.0,1.57,3.75,6.0,1.6,3.65,5.5,1.6,3.6,5.6,1.57,3.6,6.0,1.6,3.5,5.5,A,A
199,2010-01-31,Xerez,32500000.0,Mallorca,51100000.0,3.5,3.3,2.1,3.6,3.3,2.0,3.6,3.3,2.0,3.75,3.2,2.0,3.3,3.25,2.05,A,H
200,2010-06-02,Barcelona,425500000.0,Getafe,73500000.0,1.14,8.0,15.0,1.15,7.0,14.0,1.17,6.4,11.0,1.12,8.0,17.0,1.14,7.0,13.0,H,H
201,2010-06-02,Real Madrid,489400000.0,Espanol,73700000.0,1.2,6.5,13.0,1.2,6.5,10.5,1.2,6.0,12.0,1.18,6.0,15.0,1.17,6.5,12.0,H,H
202,2010-06-02,Valencia,213800000.0,Valladolid,49900000.0,1.36,5.0,7.5,1.3,5.0,9.0,1.35,4.5,8.5,1.3,5.0,9.0,1.3,4.8,8.5,H,H
203,2010-07-02,Almeria,64400000.0,Sp Gijon,42700000.0,2.1,3.3,3.5,2.1,3.2,3.4,2.1,3.2,3.5,2.05,3.2,3.5,2.15,3.2,3.2,H,H
204,2010-07-02,Ath Bilbao,76350000.0,Xerez,32500000.0,1.5,3.75,7.5,1.5,3.8,6.5,1.5,3.8,6.7,1.44,3.75,8.0,1.44,3.8,7.0,A,H
205,2010-07-02,Malaga,60800000.0,La Coruna,62500000.0,2.3,3.25,3.1,2.35,3.3,2.85,2.4,3.1,2.95,2.3,3.2,3.0,2.3,3.2,2.9,D,D
206,2010-07-02,Mallorca,51100000.0,Villarreal,166700000.0,2.3,3.25,3.1,2.35,3.4,3.0,2.3,3.2,3.0,2.25,3.25,3.0,2.3,3.2,2.9,D,H
207,2010-07-02,Osasuna,54800000.0,Tenerife,21600000.0,1.8,3.5,4.5,1.75,3.35,4.7,1.8,3.3,4.5,1.73,3.4,4.75,1.75,3.4,4.33,D,H
208,2010-07-02,Santander,78700000.0,Ath Madrid,214000000.0,2.4,3.3,2.88,2.5,3.3,2.85,2.4,3.1,2.95,2.5,3.2,2.75,2.4,3.3,2.7,D,D
209,2010-07-02,Zaragoza,87500000.0,Sevilla,213800000.0,3.5,3.3,2.1,3.5,3.45,2.1,3.4,3.25,2.1,3.4,3.25,2.05,3.25,3.3,2.05,H,H
210,2010-02-13,Sp Gijon,42700000.0,Valencia,213800000.0,4.33,3.6,1.8,4.45,3.65,1.8,4.3,3.4,1.8,4.0,3.6,1.8,4.0,3.4,1.8,H,D
211,2010-02-13,Villarreal,166700000.0,Ath Bilbao,76350000.0,1.8,3.5,4.5,1.8,3.65,4.5,1.9,3.3,3.9,1.73,3.5,4.5,1.83,3.4,4.0,H,H
212,2010-02-13,Xerez,32500000.0,Real Madrid,489400000.0,13.0,5.5,1.25,10.0,5.5,1.25,10.0,5.2,1.27,13.0,5.5,1.22,10.0,5.0,1.25,D,A
213,2010-02-14,Ath Madrid,214000000.0,Barcelona,425500000.0,4.5,3.75,1.73,4.85,3.75,1.72,4.9,3.5,1.7,4.75,3.75,1.67,5.0,3.75,1.6,H,H
214,2010-02-14,Espanol,73700000.0,La Coruna,62500000.0,2.3,3.2,3.2,2.35,3.25,2.85,2.4,3.1,2.95,2.25,3.0,3.25,2.3,3.1,3.0,H,H
215,2010-02-14,Getafe,73500000.0,Almeria,64400000.0,1.67,3.5,5.25,1.75,3.4,4.6,1.7,3.5,4.9,1.67,3.4,5.5,1.7,3.3,5.0,D,D
216,2010-02-14,Santander,78700000.0,Malaga,60800000.0,2.0,3.3,3.75,2.05,3.25,3.5,2.05,3.15,3.6,2.0,3.2,3.75,1.95,3.2,3.75,A,A
217,2010-02-14,Sevilla,213800000.0,Osasuna,54800000.0,1.67,3.5,5.5,1.6,3.65,5.45,1.6,3.6,5.6,1.62,3.6,5.5,1.61,3.6,5.0,H,H
218,2010-02-14,Valladolid,49900000.0,Zaragoza,87500000.0,2.25,3.3,3.2,2.25,3.25,3.05,2.1,3.3,3.35,2.2,3.2,3.2,2.2,3.2,3.1,D,D
219,2010-02-15,Tenerife,21600000.0,Mallorca,51100000.0,2.5,3.2,2.88,2.45,3.25,2.75,2.5,3.2,2.7,2.38,3.25,2.88,2.4,3.1,2.8,H,H
220,2010-02-20,Barcelona,425500000.0,Santander,78700000.0,1.2,6.5,13.0,1.18,6.35,13.0,1.2,5.7,13.0,1.18,6.0,17.0,1.14,7.0,12.0,H,H
221,2010-02-20,La Coruna,62500000.0,Xerez,32500000.0,1.53,3.75,7.0,1.45,3.85,7.5,1.45,4.0,7.0,1.5,4.0,6.5,1.45,3.75,7.0,H,H
222,2010-02-20,Mallorca,51100000.0,Sevilla,213800000.0,2.5,3.25,2.8,2.55,3.3,2.8,2.55,3.3,2.55,2.38,3.4,2.75,2.3,3.25,2.8,D,A
223,2010-02-21,Almeria,64400000.0,Ath Madrid,214000000.0,2.7,3.4,2.5,2.9,3.35,2.45,2.8,3.3,2.4,2.88,3.2,2.38,2.75,3.2,2.35,D,H
224,2010-02-21,Ath Bilbao,76350000.0,Tenerife,21600000.0,1.73,3.5,5.0,1.65,3.55,5.15,1.65,3.5,5.3,1.67,3.6,5.0,1.62,3.5,5.0,H,H
225,2010-02-21,Malaga,60800000.0,Espanol,73700000.0,2.2,3.3,3.25,2.1,3.25,3.35,2.0,3.3,3.6,2.1,3.2,3.5,2.1,3.2,3.2,D,H
226,2010-02-21,Osasuna,54800000.0,Valladolid,49900000.0,1.85,3.4,4.33,1.8,3.35,4.4,1.8,3.4,4.3,1.83,3.25,4.5,1.73,3.3,4.5,D,D
227,2010-02-21,Real Madrid,489400000.0,Villarreal,166700000.0,1.3,5.5,9.0,1.28,5.65,10.5,1.27,5.2,10.0,1.25,5.5,11.0,1.3,5.0,7.5,H,H
228,2010-02-21,Zaragoza,87500000.0,Sp Gijon,42700000.0,1.91,3.4,4.0,1.9,3.35,3.9,1.85,3.4,4.0,1.83,3.4,4.33,1.83,3.4,3.8,A,A
229,2010-02-22,Valencia,213800000.0,Getafe,73500000.0,1.57,4.0,5.5,1.5,3.8,6.5,1.55,3.7,6.0,1.53,3.75,6.5,1.53,3.5,6.0,H,H
230,2010-02-27,Barcelona,425500000.0,Malaga,60800000.0,1.17,7.0,15.0,1.15,7.0,14.0,1.17,6.5,14.0,1.12,8.0,21.0,1.14,6.0,21.0,D,H
231,2010-02-27,Getafe,73500000.0,Zaragoza,87500000.0,1.91,3.4,4.0,1.8,3.4,4.3,1.9,3.4,3.7,1.83,3.4,4.0,1.83,3.3,4.0,A,A
232,2010-02-27,Tenerife,21600000.0,Real Madrid,489400000.0,11.0,5.75,1.25,9.0,5.25,1.28,9.0,5.0,1.3,11.0,5.5,1.25,11.0,4.5,1.28,A,A
233,2010-02-28,Ath Madrid,214000000.0,Valencia,213800000.0,2.5,3.3,2.75,2.4,3.3,2.75,2.35,3.3,2.85,2.5,3.25,2.75,2.5,3.1,2.7,D,H
234,2010-02-28,Santander,78700000.0,Almeria,64400000.0,2.1,3.3,3.5,2.15,3.25,3.25,2.1,3.25,3.4,2.05,3.2,3.5,2.1,3.2,3.3,A,A
235,2010-02-28,Sevilla,213800000.0,Ath Bilbao,76350000.0,1.67,3.75,5.0,1.6,3.75,5.25,1.6,3.7,5.4,1.62,3.75,5.5,1.65,3.5,5.0,D,D
236,2010-02-28,Sp Gijon,42700000.0,Osasuna,54800000.0,2.38,3.25,3.0,2.3,3.25,2.95,2.2,3.3,3.1,2.3,3.2,3.0,2.4,3.1,2.8,D,H
237,2010-02-28,Valladolid,49900000.0,Mallorca,51100000.0,2.5,3.25,2.8,2.4,3.25,2.8,2.45,3.2,2.85,2.38,3.2,2.88,2.25,3.2,3.0,D,A
238,2010-02-28,Villarreal,166700000.0,La Coruna,62500000.0,1.91,3.4,4.0,1.95,3.35,3.7,1.9,3.3,3.9,1.91,3.25,4.0,1.95,3.3,3.6,H,H
239,2010-02-28,Xerez,32500000.0,Espanol,73700000.0,3.0,3.25,2.38,3.05,3.25,2.25,2.8,3.2,2.45,3.2,3.2,2.2,2.8,3.1,2.4,A,D
240,2010-06-03,Almeria,64400000.0,Barcelona,425500000.0,11.0,5.75,1.25,9.0,5.25,1.28,9.5,4.8,1.3,11.0,5.5,1.25,10.0,5.0,1.25,D,D
241,2010-06-03,La Coruna,62500000.0,Tenerife,21600000.0,1.62,3.6,5.75,1.6,3.65,5.5,1.6,3.6,5.6,1.67,3.4,5.5,1.67,3.5,4.8,D,H
242,2010-06-03,Real Madrid,489400000.0,Sevilla,213800000.0,1.4,4.5,8.0,1.35,4.8,7.5,1.4,4.3,7.5,1.36,4.5,8.0,1.36,4.5,7.0,A,H
243,2010-07-03,Ath Bilbao,76350000.0,Valladolid,49900000.0,1.67,3.6,5.25,1.7,3.65,4.5,1.7,3.5,4.9,1.67,3.6,5.0,1.7,3.4,4.8,H,H
244,2010-07-03,Espanol,73700000.0,Villarreal,166700000.0,2.4,3.25,2.9,2.35,3.3,2.85,2.4,3.3,2.8,2.38,3.2,2.88,2.4,3.2,2.75,D,D
245,2010-07-03,Malaga,60800000.0,Xerez,32500000.0,1.62,3.6,5.75,1.55,3.6,6.25,1.6,3.6,5.6,1.62,3.6,5.5,1.57,3.6,5.5,D,A
246,2010-07-03,Mallorca,51100000.0,Sp Gijon,42700000.0,1.73,3.6,4.75,1.7,3.5,4.85,1.7,3.5,4.9,1.73,3.6,4.5,1.73,3.4,4.5,H,H
247,2010-07-03,Osasuna,54800000.0,Getafe,73500000.0,2.2,3.25,3.25,2.15,3.3,3.2,2.1,3.3,3.35,2.1,3.2,3.4,2.2,3.25,3.0,D,D
248,2010-07-03,Zaragoza,87500000.0,Ath Madrid,214000000.0,2.5,3.3,2.8,2.6,3.35,2.5,2.4,3.4,2.75,2.5,3.25,2.75,2.5,3.2,2.62,H,D
249,2010-08-03,Valencia,213800000.0,Santander,78700000.0,1.57,3.8,6.0,1.5,4.0,6.0,1.5,3.9,6.5,1.53,3.75,6.5,1.57,3.6,5.5,D,D
250,2010-03-13,Getafe,73500000.0,Mallorca,51100000.0,2.1,3.3,3.5,2.1,3.3,3.3,2.15,3.25,3.25,2.05,3.25,3.5,2.05,3.25,3.3,H,H
251,2010-03-13,Sevilla,213800000.0,La Coruna,62500000.0,1.62,3.6,5.5,1.65,3.8,5.4,1.65,3.5,5.3,1.62,3.6,5.5,1.62,3.6,5.0,D,D
252,2010-03-13,Sp Gijon,42700000.0,Ath Bilbao,76350000.0,2.38,3.25,3.0,2.45,3.25,2.95,2.45,3.2,2.8,2.38,3.2,2.88,2.38,3.2,2.8,D,D
253,2010-03-14,Almeria,64400000.0,Malaga,60800000.0,2.1,3.3,3.5,2.05,3.3,3.45,2.1,3.25,3.4,1.95,3.2,4.0,2.0,3.25,3.5,D,H
254,2010-03-14,Barcelona,425500000.0,Valencia,213800000.0,1.4,4.5,8.0,1.4,4.8,7.65,1.4,4.5,7.0,1.36,4.5,8.0,1.4,4.33,6.5,D,H
255,2010-03-14,Santander,78700000.0,Zaragoza,87500000.0,2.2,3.3,3.25,2.25,3.25,3.05,2.1,3.3,3.5,2.2,3.2,3.25,2.15,3.25,3.1,D,D
256,2010-03-14,Tenerife,21600000.0,Espanol,73700000.0,2.2,3.3,3.25,2.25,3.3,3.0,2.3,3.2,3.0,2.2,3.2,3.2,2.2,3.25,3.0,H,H
257,2010-03-14,Valladolid,49900000.0,Real Madrid,489400000.0,10.0,5.25,1.29,10.5,5.65,1.28,10.0,5.0,1.27,11.0,5.5,1.25,9.5,5.25,1.25,A,A
258,2010-03-14,Villarreal,166700000.0,Xerez,32500000.0,1.36,4.5,9.0,1.35,4.6,8.0,1.4,4.5,7.0,1.3,4.75,11.0,1.33,4.5,8.5,H,H
259,2010-03-15,Ath Madrid,214000000.0,Osasuna,54800000.0,1.73,3.5,5.0,1.7,3.6,4.6,1.7,3.6,4.7,1.73,3.5,4.75,1.7,3.5,4.5,D,H
260,2010-03-20,Ath Bilbao,76350000.0,Getafe,73500000.0,2.1,3.3,3.5,2.05,3.4,3.3,2.0,3.3,3.6,2.0,3.25,3.75,2.0,3.2,3.6,D,D
261,2010-03-20,Espanol,73700000.0,Sevilla,213800000.0,3.2,3.3,2.25,3.0,3.3,2.25,3.2,3.2,2.2,3.2,3.2,2.2,3.1,3.1,2.2,H,H
262,2010-03-20,La Coruna,62500000.0,Valladolid,49900000.0,1.67,3.6,5.25,1.62,3.7,5.25,1.6,3.6,5.6,1.62,3.6,5.5,1.6,3.5,5.5,A,A
263,2010-03-20,Real Madrid,489400000.0,Sp Gijon,42700000.0,1.13,8.0,19.0,1.14,7.5,14.5,1.15,6.5,15.0,1.1,8.5,23.0,1.12,7.0,17.0,D,H
264,2010-03-20,Xerez,32500000.0,Tenerife,21600000.0,2.4,3.3,2.88,2.45,3.25,2.75,2.3,3.3,2.9,2.3,3.2,3.0,2.3,3.3,2.8,H,H
265,2010-03-21,Malaga,60800000.0,Villarreal,166700000.0,2.88,3.2,2.5,2.6,3.25,2.55,2.6,3.2,2.6,2.88,3.0,2.5,2.6,3.25,2.5,D,H
266,2010-03-21,Mallorca,51100000.0,Ath Madrid,214000000.0,2.1,3.3,3.5,2.1,3.4,3.2,2.2,3.2,3.2,2.1,3.2,3.5,2.0,3.2,3.6,H,H
267,2010-03-21,Osasuna,54800000.0,Santander,78700000.0,2.0,3.3,3.75,2.05,3.25,3.5,2.0,3.3,3.6,1.91,3.25,4.0,1.91,3.2,3.8,D,A
268,2010-03-21,Valencia,213800000.0,Almeria,64400000.0,1.57,3.75,6.0,1.55,4.0,5.5,1.6,3.6,5.6,1.57,3.6,6.0,1.53,3.6,6.0,D,H
269,2010-03-21,Zaragoza,87500000.0,Barcelona,425500000.0,11.0,5.25,1.29,9.0,5.0,1.3,8.0,4.8,1.33,11.0,4.75,1.29,9.0,4.75,1.3,A,A
270,2010-03-23,Sevilla,213800000.0,Xerez,32500000.0,1.29,5.25,11.0,1.25,5.25,11.0,1.25,5.5,10.0,1.25,5.5,11.0,1.25,5.25,9.5,D,D
271,2010-03-23,Sp Gijon,42700000.0,La Coruna,62500000.0,2.4,3.3,2.88,2.45,3.2,2.8,2.5,3.3,2.65,2.5,3.0,2.88,2.5,3.2,2.6,H,H
272,2010-03-24,Almeria,64400000.0,Zaragoza,87500000.0,2.05,3.3,3.6,2.0,3.4,3.5,2.2,3.3,3.1,2.1,3.2,3.5,2.1,3.2,3.3,D,H
273,2010-03-24,Barcelona,425500000.0,Osasuna,54800000.0,1.13,8.0,19.0,1.12,7.5,18.5,1.15,7.0,13.0,1.09,8.5,26.0,1.1,7.5,19.0,D,H
274,2010-03-24,Santander,78700000.0,Mallorca,51100000.0,2.35,3.3,3.0,2.35,3.25,2.9,2.4,3.3,2.8,2.3,3.2,3.0,2.5,3.2,2.6,D,D
275,2010-03-24,Tenerife,21600000.0,Villarreal,166700000.0,2.88,3.3,2.4,2.85,3.3,2.35,2.8,3.3,2.4,2.88,3.2,2.38,2.62,3.2,2.5,A,D
276,2010-03-24,Valencia,213800000.0,Malaga,60800000.0,1.5,4.0,7.0,1.45,4.25,6.5,1.5,3.9,6.5,1.44,4.33,6.5,1.44,3.8,7.0,H,H
277,2010-03-24,Valladolid,49900000.0,Espanol,73700000.0,2.25,3.3,3.2,2.2,3.2,3.2,2.1,3.3,3.35,2.2,3.2,3.25,2.15,3.2,3.2,D,D
278,2010-03-25,Ath Madrid,214000000.0,Ath Bilbao,76350000.0,1.85,3.5,4.0,1.75,3.7,4.2,1.85,3.5,3.8,1.91,3.25,4.0,1.91,3.4,4.0,D,H
